,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
14143,1709308487.15,4.818595886230469,,0.0
14144,1709308487.2,4.72150421142578,,0.04999995231628418
14145,1709308487.25,4.6729583740234375,,0.09999990463256836
14146,1709308487.3,4.601417541503906,,0.14999985694885254
14147,1709308487.35,4.5349884033203125,,0.19999980926513672
14148,1709308487.4,4.399574279785156,,0.25
14149,1709308487.45,4.3126983642578125,,0.2999999523162842
14150,1709308487.5,4.200279235839844,,0.34999990463256836
14151,1709308487.55,4.144073486328125,,0.39999985694885254
14152,1709308487.6,3.985664367675781,,0.4499998092651367
14153,1709308487.65,3.8630218505859375,,0.5
14154,1709308487.7,3.847694396972656,,0.5499999523162842
14155,1709308487.75,3.9115676879882817,,0.5999999046325684
14156,1709308487.8,4.003547668457031,,0.6499998569488525
14157,1709308487.85,4.034210205078125,,0.6999998092651367
14158,1709308487.9,4.008659362792969,,0.75
14159,1709308487.95,3.995880126953125,,0.7999999523162842
14160,1709308488.0,3.9677734375,,0.8499999046325684
14161,1709308488.05,3.9320068359375,,0.8999998569488525
14162,1709308488.1,3.878349304199219,,0.9499998092651367
14163,1709308488.15,3.847694396972656,,1.0
14164,1709308488.2,3.84002685546875,,1.0499999523162842
14165,1709308488.25,3.91412353515625,,1.0999999046325684
14166,1709308488.3,4.3408050537109375,,1.1499998569488525
14167,1709308488.35,4.83136749267578,,1.1999998092651367
14168,1709308488.4,5.830375671386719,,1.25
14169,1709308488.45,6.642860412597656,,1.2999999523162842
14170,1709308488.5,7.892257690429688,,1.3499999046325684
14171,1709308488.55,8.656204223632812,,1.3999998569488525
14172,1709308488.6,9.535125732421877,,1.4499998092651367
14173,1709308488.65,9.877494812011719,,1.5
14174,1709308488.7,9.772735595703123,,1.5499999523162842
14175,1709308488.75,9.317947387695312,,1.5999999046325684
14176,1709308488.8,8.579551696777344,,1.6499998569488525
14177,1709308488.85,8.175865173339844,,1.6999998092651367
14178,1709308488.9,7.820716857910157,,1.75
14179,1709308488.95,7.756843566894531,,1.7999999523162842
14180,1709308489.0,7.672523498535157,,1.8499999046325684
14181,1709308489.05,7.606094360351563,,1.8999998569488525
