,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
10328,1707344360.4,2.7618179321289062,,0.0
10329,1707344360.45,2.8129196166992188,,0.04999995231628418
10330,1707344360.5,2.9789886474609375,,0.09999990463256836
10331,1707344360.55,3.150177001953125,,0.14999985694885254
10332,1707344360.6,3.4312286376953125,,0.19999980926513672
10333,1707344360.65,3.5845260620117188,,0.25
10334,1707344360.7,3.7122802734375,,0.2999999523162842
10335,1707344360.75,3.794036865234375,,0.34999990463256836
10336,1707344360.8,3.985664367675781,,0.39999985694885254
10337,1707344360.85,4.1210784912109375,,0.4499998092651367
10338,1707344360.9,4.310150146484375,,0.5
10339,1707344360.95,4.435340881347656,,0.5499999523162842
10340,1707344361.0,4.624412536621094,,0.5999999046325684
10341,1707344361.05,4.711280822753906,,0.6499998569488525
10342,1707344361.1,4.7470550537109375,,0.6999998092651367
10343,1707344361.15,4.7547149658203125,,0.75
10344,1707344361.2,4.744499206542969,,0.7999999523162842
10345,1707344361.25,4.7189483642578125,,0.8499999046325684
10346,1707344361.3,4.7010650634765625,,0.8999998569488525
10347,1707344361.35,4.7087249755859375,,0.9499998092651367
10348,1707344361.4,4.7828216552734375,,1.0
10349,1707344361.45,4.7828216552734375,,1.0499999523162842
10350,1707344361.5,4.511993408203125,,1.0999999046325684
10351,1707344361.55,4.28459930419922,,1.1499998569488525
10352,1707344361.6,4.09552764892578,,1.1999998092651367
10353,1707344361.65,4.0112152099609375,,1.25
10354,1707344361.7,3.868133544921875,,1.2999999523162842
10355,1707344361.75,3.7787094116210938,,1.3499999046325684
10356,1707344361.8,3.722496032714844,,1.3999998569488525
10357,1707344361.85,3.6816177368164062,,1.4499998092651367
10358,1707344361.9,3.5768585205078125,,1.5
10359,1707344361.95,3.5487594604492188,,1.5499999523162842
10360,1707344362.0,3.5666427612304688,,1.5999999046325684
10361,1707344362.05,3.5640869140625,,1.6499998569488525
10362,1707344362.1,3.5334243774414062,,1.6999998092651367
10363,1707344362.15,3.5104293823242188,,1.75
10364,1707344362.2,3.4593353271484375,,1.7999999523162842
10365,1707344362.25,3.3954544067382812,,1.8499999046325684
10366,1707344362.3,3.28814697265625,,1.8999998569488525
10367,1707344362.35,3.257484436035156,,1.9499998092651367
10368,1707344362.4,3.2625961303710938,,2.0
10369,1707344362.45,3.270263671875,,2.049999952316284
10370,1707344362.5,3.25238037109375,,2.0999999046325684
10371,1707344362.55,3.2344894409179688,,2.1499998569488525
10372,1707344362.6,3.2114944458007812,,2.1999998092651367
10373,1707344362.65,3.1757278442382812,,2.25
10374,1707344362.7,3.13995361328125,,2.299999952316284
10375,1707344362.75,3.147621154785156,,2.3499999046325684
10376,1707344362.8,3.1757278442382812,,2.3999998569488525
