,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
19094,1705784781.7,5.797157287597656,,0.0
19095,1705784781.75,6.0347747802734375,,0.04999995231628418
19096,1705784781.8,6.2877197265625,,0.09999990463256836
19097,1705784781.85,6.3975830078125,,0.14999985694885254
19098,1705784781.9,6.58154296875,,0.20000004768371582
19099,1705784781.95,6.7655029296875,,0.25
19100,1705784782.0,6.952018737792969,,0.2999999523162842
19101,1705784782.05,7.112983703613281,,0.34999990463256836
19102,1705784782.1,7.074653625488281,,0.39999985694885254
19103,1705784782.15,6.704185485839844,,0.4500000476837158
19104,1705784782.2,6.479339599609375,,0.5
19105,1705784782.25,6.326042175292969,,0.5499999523162842
19106,1705784782.3,6.211067199707031,,0.5999999046325684
19107,1705784782.35,6.021995544433594,,0.6499998569488525
19108,1705784782.4,5.909576416015625,,0.7000000476837158
19109,1705784782.45,5.8124847412109375,,0.75
19110,1705784782.5,5.820152282714844,,0.7999999523162842
19111,1705784782.55,5.8686981201171875,,0.8499999046325684
19112,1705784782.6,5.878913879394531,,0.8999998569488525
19113,1705784782.65,5.817596435546875,,0.9500000476837158
19114,1705784782.7,5.705177307128906,,1.0
19115,1705784782.75,5.475227355957031,,1.0499999523162842
19116,1705784782.8,5.3347015380859375,,1.0999999046325684
19117,1705784782.85,5.217170715332031,,1.1499998569488525
19118,1705784782.9,5.227394104003906,,1.2000000476837158
19119,1705784782.95,5.255500793457031,,1.25
19120,1705784783.0,5.217170715332031,,1.2999999523162842
19121,1705784783.05,5.153297424316406,,1.3499999046325684
19122,1705784783.1,5.148185729980469,,1.3999998569488525
19123,1705784783.15,5.12774658203125,,1.4500000476837158
19124,1705784783.2,5.061317443847656,,1.5
19125,1705784783.25,4.9667816162109375,,1.5499999523162842
19126,1705784783.3,4.97956085205078,,1.5999999046325684
19127,1705784783.35,5.007659912109375,,1.6499998569488525
19128,1705784783.4,4.964225769042969,,1.7000000476837158
19129,1705784783.45,4.879913330078125,,1.75
19130,1705784783.5,4.862030029296875,,1.7999999523162842
19131,1705784783.55,4.864585876464844,,1.8499999046325684
19132,1705784783.6,4.867134094238281,,1.8999998569488525
19133,1705784783.65,4.851806640625,,1.9500000476837158
19134,1705784783.7,4.8288116455078125,,2.0
19135,1705784783.75,4.808372497558594,,2.049999952316284
19136,1705784783.8,4.803260803222656,,2.0999999046325684
19137,1705784783.85,4.767494201660156,,2.1499998569488525
19138,1705784783.9,4.731719970703125,,2.200000047683716
19139,1705784783.95,4.6908416748046875,,2.25
19140,1705784784.0,4.680625915527344,,2.299999952316284
19141,1705784784.05,4.680625915527344,,2.3499999046325684
19142,1705784784.1,4.675514221191406,,2.3999998569488525
19143,1705784784.15,4.65251922607422,,2.450000047683716
19144,1705784784.2,4.629524230957031,,2.5
19145,1705784784.25,4.578422546386719,,2.549999952316284
19146,1705784784.3,4.5068817138671875,,2.5999999046325684
19147,1705784784.35,4.3867950439453125,,2.6499998569488525
19148,1705784784.4,4.3331451416015625,,2.700000047683716
19149,1705784784.45,4.310150146484375,,2.75
19150,1705784784.5,4.330589294433594,,2.799999952316284
19151,1705784784.55,4.35614013671875,,2.8499999046325684
19152,1705784784.6,4.35614013671875,,2.8999998569488525
19153,1705784784.65,4.3510284423828125,,2.950000047683716
19154,1705784784.7,4.345916748046875,,3.0
19155,1705784784.75,4.335693359375,,3.049999952316284
19156,1705784784.8,4.328033447265625,,3.0999999046325684
19157,1705784784.85,4.28459930419922,,3.1499998569488525
19158,1705784784.9,4.24371337890625,,3.200000047683716
19159,1705784784.95,4.1951751708984375,,3.25
19160,1705784785.0,4.177284240722656,,3.299999952316284
19161,1705784785.05,4.17218017578125,,3.3499999046325684
19162,1705784785.1,4.1670684814453125,,3.3999998569488525
19163,1705784785.15,4.159400939941406,,3.450000047683716
19164,1705784785.2,4.154289245605469,,3.5
19165,1705784785.25,4.1568450927734375,,3.549999952316284
19166,1705784785.3,4.182395935058594,,3.5999999046325684
19167,1705784785.35,4.200279235839844,,3.6499998569488525
19168,1705784785.4,4.2130584716796875,,3.700000047683716
19169,1705784785.45,4.468559265136719,,3.75
19170,1705784785.5,4.790489196777344,,3.799999952316284
19171,1705784785.55,5.23760986328125,,3.8499999046325684
19172,1705784785.6,5.510993957519531,,3.8999998569488525
19173,1705784785.65,5.871253967285156,,3.950000047683716
19174,1705784785.7,5.963233947753906,,4.0
19175,1705784785.75,5.761390686035156,,4.049999952316284
19176,1705784785.8,5.5007781982421875,,4.099999904632568
