Unnamed: 0,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
8389,1713727941.45,12.108009338378906,,0.0
8390,1713727941.5,13.058464050292969,,0.0499999523162841
8391,1713727941.55,13.457046508789062,,0.0999999046325683
8392,1713727941.6,13.283309936523438,,0.1499998569488525
8393,1713727941.65,12.726318359375,,0.2000000476837158
8394,1713727941.7,11.995590209960938,,0.25
8395,1713727941.75,11.701759338378906,,0.2999999523162842
8396,1713727941.8,11.499916076660156,,0.3499999046325683
8397,1713727941.85,11.540794372558594,,0.3999998569488525
8398,1713727941.9,11.589340209960938,,0.4500000476837158
8399,1713727941.95,11.517799377441406,,0.5
8400,1713727942.0,11.23419952392578,20.547945022583008,0.5499999523162842
8401,1713727942.05,10.991470336914062,,0.5999999046325684
8402,1713727942.1,10.666984558105469,,0.6499998569488525
8403,1713727942.15,10.529014587402344,,0.7000000476837158
8404,1713727942.2,10.508575439453123,,0.75
8405,1713727942.25,10.526458740234377,,0.7999999523162842
8406,1713727942.3,10.477920532226562,,0.8499999046325684
8407,1713727942.35,10.401268005371094,,0.8999998569488525
8408,1713727942.4,10.268409729003906,,0.9500000476837158
8409,1713727942.45,10.194313049316406,,1.0
8410,1713727942.5,9.933700561523438,,1.0499999523162842
8411,1713727942.55,9.627105712890623,,1.0999999046325684
8412,1713727942.6,9.28472900390625,,1.1499998569488523
8413,1713727942.65,9.182533264160156,,1.2000000476837158
8414,1713727942.7,9.146759033203123,,1.25
8415,1713727942.75,9.167198181152346,,1.2999999523162842
8416,1713727942.8,9.312835693359377,,1.3499999046325684
8417,1713727942.85,9.440589904785156,,1.3999998569488523
8418,1713727942.9,9.455917358398438,,1.4500000476837158
8419,1713727942.95,9.422698974609377,,1.5
8420,1713727943.0,9.586219787597656,,1.5499999523162842
8421,1713727943.05,10.120216369628906,,1.5999999046325684
8422,1713727943.1,11.538238525390623,,1.6499998569488523
8423,1713727943.15,12.478485107421877,,1.7000000476837158
8424,1713727943.2,13.684440612792969,,1.75
8425,1713727943.25,14.32574462890625,,1.7999999523162842
8426,1713727943.3,14.356407165527344,,1.8499999046325684
8427,1713727943.35,13.70232391357422,,1.8999998569488523
8428,1713727943.4,12.641998291015623,,1.950000047683716
8429,1713727943.45,12.251083374023438,,2.0
8430,1713727943.5,11.998138427734377,,2.049999952316284
8431,1713727943.55,11.778411865234377,,2.0999999046325684
8432,1713727943.6,11.323623657226562,,2.1499998569488525
8433,1713727943.65,10.932708740234377,,2.200000047683716
8434,1713727943.7,10.472808837890623,,2.25
8435,1713727943.75,10.437034606933594,,2.299999952316284
8436,1713727943.8,10.53668212890625,,2.3499999046325684
8437,1713727943.85,10.587783813476562,,2.3999998569488525
8438,1713727943.9,10.600555419921877,,2.450000047683716
8439,1713727943.95,10.600555419921877,,2.5
8440,1713727944.0,10.5545654296875,,2.549999952316284
8441,1713727944.05,10.368049621582031,,2.5999999046325684
8442,1713727944.1,9.936256408691406,,2.6499998569488525
8443,1713727944.15,9.586219787597656,,2.700000047683716
8444,1713727944.2,9.200416564941406,,2.75
8445,1713727944.25,9.228523254394531,,2.799999952316284
8446,1713727944.3,9.47124481201172,,2.8499999046325684
8447,1713727944.35,9.621994018554688,,2.8999998569488525
8448,1713727944.4,9.706306457519531,,2.950000047683716
8449,1713727944.45,9.680755615234377,,3.0
8450,1713727944.5,9.586219787597656,,3.049999952316284
8451,1713727944.55,9.409927368164062,,3.0999999046325684
8452,1713727944.6,8.983238220214844,,3.1499998569488525
8453,1713727944.65,8.717521667480469,,3.200000047683716
8454,1713727944.7,8.54888916015625,,3.25
8455,1713727944.75,8.648536682128906,,3.299999952316284
8456,1713727944.8,8.967910766601562,,3.3499999046325684
8457,1713727944.85,9.105880737304688,,3.3999998569488525
8458,1713727944.9,9.090553283691406,,3.450000047683716
8459,1713727944.95,9.001129150390625,,3.5
8460,1713727945.0,8.812057495117188,,3.549999952316284
8461,1713727945.05,8.612770080566406,,3.5999999046325684
8462,1713727945.1,8.191192626953125,,3.649999856948853
8463,1713727945.15,7.968910217285157,,3.700000047683716
8464,1713727945.2,7.892257690429688,,3.75
8465,1713727945.25,7.976570129394531,,3.799999952316284
8466,1713727945.3,8.096656799316406,,3.849999904632568
8467,1713727945.35,8.119651794433594,,3.899999856948853
8468,1713727945.4,8.094100952148438,,3.950000047683716
8469,1713727945.45,8.045555114746094,,4.0
8470,1713727945.5,7.945915222167968,,4.049999952316284
8471,1713727945.55,7.859039306640625,,4.099999904632568
8472,1713727945.6,7.62653350830078,,4.1499998569488525
8473,1713727945.65,7.473236083984375,,4.200000047683716
8474,1713727945.7,7.345489501953125,,4.25
8475,1713727945.75,7.319938659667968,,4.299999952316284
8476,1713727945.8,7.434913635253905,,4.349999904632568
8477,1713727945.85,7.562660217285157,,4.3999998569488525
8478,1713727945.9,7.692970275878905,,4.450000047683716
8479,1713727945.95,7.677635192871095,,4.5
